-48.352,-75.793,0,-45.143,0,0,-140.74,44.014,35.254,58.565,107.88,32.758,-60.446,-93.59,-89.441,-2.4173,59.153,87.356,72.241,61.235,-71.108,8.8825,-164.58,-33.306,107.4,-8.6055,205.51,35.541,-165.35,114.33,-89.884,-108.35,138.73,7.4449,-101.12,296.51,-50.31,-160.88,-51.132,-18.701,-172.36,250.71,148.87,32.088,65.675,-90.629,-181.54,26.596,46.147,-85.637,9.5681,83.007,187.13,-159.76,-3.8176,22.51,-113.98,14.534,64.181,-38.444,-7.3163,52.063,-56.247,-51.7,0,-66.465,0,0,0,0
-111.72,-56.692,0,-107.22,0,0,-33.503,-18.835,8.5718,-18.278,179.9,-38.319,-32.53,-91.171,-57.373,-24.904,29.173,26.594,156.24,3.146,-22.475,-32.017,-123.84,7.8225,15.459,72.796,219.89,-129.36,-118.47,144.28,-136.97,-179.88,299.94,-0.42025,-64.874,273.38,-45.045,-225.75,-2.5387,-116.72,-46.332,194.81,121.94,31.305,50.529,-243.98,-2.832,-40.305,6.355,-51.477,147.33,32.53,74.866,-129.94,13.619,-15.233,-36.58,-17.564,24.305,-52.419,-15.179,79.802,-66.935,-63.964,0,-35.16,0,0,0,0
-93.234,-12.224,0,-115.5,0,0,80.649,-18.46,-10.77,-25.852,138.66,-85.046,-54.235,-45.059,-17.997,-3.0494,-12.571,25.37,115.7,-66.554,-2.6594,-8.3291,-72.271,32.863,-90.809,72.312,206.45,-268.5,-2.2147,94.818,-183.93,-104.65,240.44,-35.907,58.29,135.29,-62.548,-216.08,43.053,-87.125,26.391,126.54,133.34,41.531,-84.654,-223.85,89.45,-42.822,-85.417,64.708,206.22,-23.536,-23.655,-81.156,4.408,-36.898,19.747,-12.142,-15.675,-46.634,-23.494,53.521,-73.553,-54.458,0,-36.987,0,0,0,0
-20.027,99.324,0,-91.709,0,0,111.63,17.213,-52.853,10.8,21.244,-61.922,-79.47,14.588,18.866,33.635,-39.638,34.191,66.755,-82.333,-53.358,4.7271,-29.956,14.448,-71.277,63.262,110.82,-241.63,24.652,67.016,-217.11,32.646,126.11,8.3459,125.45,-6.0916,-72.529,-150.97,-58.296,17.291,127.69,43.352,116.34,76.872,-269.28,-70.543,32.28,3.2162,-180.92,162.89,246.53,-93.5,-67.232,-0.78156,-15.424,-23.738,40.305,-14.508,-39.89,-43.235,11.891,12.466,-27.349,-18.824,0,-62.376,0,0,0,0
89.033,82.779,0,-106.34,0,0,82.422,60.901,-47.751,63.438,-74.452,-29.473,-120.01,45.299,40.693,43.443,-49.609,30.129,-22.884,-44.665,-102.34,-19.172,63.233,-25.871,-25.498,101.66,-106.25,-61.466,3.9972,-8.7166,-102.2,130.93,-102.53,149.41,121.75,-139.38,-113.36,48.328,-160.5,57.246,204.99,13.505,56.533,84.392,-304.93,61.704,-28.959,5.4501,-178.81,198.45,223,-73.897,-107.97,45.696,-37.488,-21.934,51.95,-29.821,-61.256,-48.994,67.251,-45.768,16.546,4.3412,0,-82.053,0,0,0,0
173.49,50.005,0,-95.315,0,0,38.865,45.005,9.4779,73.005,-64.877,-50.162,-138.67,32.852,70.275,22.508,23.431,16.191,-64.043,-47.94,-105.57,-44.491,136.11,-2.7079,17.899,152.01,-233.8,61.942,15.234,-145.51,70.994,182.02,-230.9,205.51,130.15,-207.82,-188.78,134.58,-182.75,92.897,163.88,77.839,69.358,-51.316,-172.77,54.371,12.268,-80.036,-41.371,188.58,94.026,34.351,-98.462,25.947,29.101,-39.172,19.807,-45.658,-54.305,-19.515,75.799,-54.71,34.568,29.077,0,-51.641,0,0,0,0
161.5,40.84,0,-46.063,0,0,16.8,3.983,72.869,1.0383,-27.869,-94.52,-108.64,32.719,44.328,20.727,39.22,-38.937,-43.197,-56.167,-101.29,-2.5719,83.661,42.035,98.832,54.157,-135.25,67.834,17.192,-227.2,152.85,109.13,-131.36,130.49,87.814,-221.64,-98.923,81.526,-158.94,111.61,99.615,143.77,51.043,-226.73,7.1484,-30.768,43.054,-115.97,127.77,107.72,31.747,63.618,-31.028,-106.07,61.298,0.92873,-64.068,-32.404,-44.158,30.183,46.248,-40.793,19.319,0.69971,0,-15.216,0,0,0,0
67.895,90.437,0,8.5625,0,0,-87.137,-25.117,113.84,-71.174,21.983,-75.913,-78.246,61.205,11.296,18.075,38.186,-52.858,-3.0593,-35.629,-91.321,42.509,7.3172,77.258,194.61,-83.447,-12.666,52.11,-89.919,-144.37,184.01,-31.421,26.835,53.585,26.389,-238.82,3.1234,-53.197,-8.2955,71.871,59.963,215.25,-64.069,-273.47,81.078,-57.4,-20.837,-7.6258,206.74,-14.43,12.808,26.593,44.266,-187.71,78.275,38.671,-140.53,-11.637,-4.7067,59.562,52.447,-25.335,9.3512,-41.621,0,14.592,0,0,0,0
-50.994,95.71,0,34.883,0,0,-156.21,13.613,67.794,-62.837,0.10023,-12.778,-41.032,99.858,-19.693,32.96,48.283,-38.369,-22.414,-14.361,-34.94,20.689,-31.091,99.559,182.41,-59.68,-6.004,100.67,-198.94,-44.561,109.46,-60.618,129.49,-8.4852,-49.492,-128,31.145,-217.42,169.4,3.4631,21.543,265.93,-217.56,-186.25,24.095,-10.21,-116.41,116.09,197.48,-40.642,-17.412,8.9766,19.042,-200.39,81.068,80.151,-149.64,-69.614,58.016,48.995,49.682,-39.496,11.02,-19.276,0,40.575,0,0,0,0
-80.767,97.639,0,68.022,0,0,-99.582,17.204,-4.7301,-45.649,-72.753,27.385,19.317,116.82,-9.3662,69.347,34.111,-60.924,-31.123,-42.303,55.655,12.289,-36.979,158.02,40.769,-1.8433,-59.056,90.398,-178.81,75.86,-33.263,6.8896,212.94,-38.42,-227.7,70.492,11.874,-242.03,231.05,44.28,30.214,232.8,-238.79,-98.722,-56.423,8.1771,-73.179,167.64,91.17,14.364,-78.77,60.155,-53.844,-119,45.563,78.395,-91.192,-183.38,148.9,52.831,57.011,-12.502,21.359,7.9908,0,49.285,0,0,0,0
35.875,90.933,0,49.838,0,0,-0.80327,13.077,-20.085,-71.631,-89.916,41.843,127.78,88.84,13.025,44.543,2.028,-88.13,-26.286,-22.349,98.257,49.317,-40.597,168.16,-28.781,-29.704,39.195,-67.036,-102.48,128.7,-85.495,28.03,218.07,-54.311,-268.81,205.41,-112.85,-149.44,150.94,146.63,65.625,28.728,-134.76,-49.246,-85.282,-54.9,67.046,165.54,-7.5468,64.286,-70.244,54.579,-134.65,1.6242,-10.61,56.27,-21.142,-240.16,104.79,70.543,37.955,-4.9464,7.0085,48.253,0,102.8,0,0,0,0
147.29,18.094,0,-1.0983,0,0,91.75,2.8676,-26.459,-89.033,-93.896,30.401,146.65,-7.9038,32.61,4.5936,4.5069,-50.879,-90.306,34.078,76.589,72.517,67.544,44.127,5.9756,-110.92,81.886,-191.27,73.717,68.808,8.8452,66.411,119.58,-105.81,-186.85,185.42,-155.99,-9.6565,58.796,187.5,130.65,-209.83,-5.9928,-28.343,-88.834,-56.426,205.75,26.394,-29.186,27.513,56.368,-14.227,-165.24,58.518,-15.966,27.21,-8.8036,-159.81,-18.974,164.02,28.51,-40.631,30.615,58.895,0,154.42,0,0,0,0
129.25,-9.41,0,0.41639,0,0,100.83,1.7158,-34.85,-46.117,-112.84,55.986,96.984,-78.142,69.123,5.6996,-27.221,3.1836,-196.56,41.962,46.581,31.532,206.14,-43.643,14.478,-126.83,11.571,-223.25,201.91,-35.478,65.684,99.408,-5.2079,-144.62,-23.955,-19.996,-52.918,72.855,19.203,147.28,139.4,-343.06,53.22,6.6411,-120.76,26.219,273.76,-88.263,23.058,-38.7,97.254,-66.082,-156.97,52.791,8.1839,-28.678,19.401,-70.033,-179.92,208.34,35.408,-51.193,55.428,43.788,0,149.95,0,0,0,0
57.278,65.29,0,46.423,0,0,98.14,-17.729,-42.595,-15.13,-126.64,109.28,11.609,-31.181,42.624,2.66,-67.636,17.017,-156.53,-2.0725,55.099,42.576,150.67,-34.186,-80.773,-53.163,-102.96,-145.16,131.17,11.248,102.97,118.85,-149.42,-151.17,90.662,-248.3,61.851,125.79,15.699,111.29,30.28,-300.02,3.2611,49.598,-161.03,151.99,205.19,-90.373,29.05,-7.7728,58.662,-89.543,-160.22,52.985,48.922,-47.282,74.303,-3.5608,-212.59,147.86,39.13,-44.401,66.867,110.25,0,154.46,0,0,0,0
-142.93,129.79,0,133.39,0,0,71.169,-76.811,-19.1,-28.263,-14.719,127.72,-60.864,25.807,17.476,-24.85,-48.986,-31.262,-45.3,-21.873,16.663,86.694,37.347,7.9077,-91.38,12.945,-173.12,46.896,-34.114,54.073,126.87,131.8,-244.62,-75.664,111.2,-297.33,87.354,183.28,21.522,92.19,-74.797,-172.02,-105.45,24.101,-116.33,287.32,63.471,-53.492,-31.476,53.013,-24.215,-62.978,-156.1,39.841,57.328,-10.153,72.444,18.086,-101.17,31.846,44.186,-16.102,40.071,112.44,0,137.8,0,0,0,0
-253.98,107.78,0,157.2,0,0,14.872,-134.11,-14.631,-81.53,79.551,92.773,-56.365,36.3,6.4036,-67.853,-18.719,-36.865,22.799,13.417,-43.011,59.8,-2.6263,-32.18,-7.805,40.149,-154.13,111.25,-66.322,58.694,163.49,28.316,-258.51,34.553,-15.535,-198.37,42.161,228.55,75.848,49.959,-127.83,-62.247,-133.61,-32.551,17.912,243.8,-27.026,39.78,-28.465,90.472,-107.21,-36.775,-104.58,-4.9756,69.432,43.193,25.878,65.499,2.8246,-102.4,48.966,39.74,56.27,29.396,0,74.467,0,0,0,0
-121.55,29.238,0,47.979,0,0,-87.41,-124.73,-63.754,-37.399,118.13,67.062,43.834,0.66083,9.8189,-83.621,-71.562,-35.121,55.538,8.2167,-36.214,36.532,32.103,-88.197,40.564,-27.825,-2.9728,36.026,-32.772,50.232,198.1,-101.35,-177.55,117.94,-124.6,-30.792,-4.0939,185.99,197.02,-46.127,-120.13,-21.771,-106.9,-128.68,279.46,95.876,-33.85,44.536,-10.734,34.226,-140.83,-17.548,-38.028,-36.202,32.952,74.705,-7.5579,92.774,75.52,-169.99,22.44,39.173,49.78,-61.143,0,36.098,0,0,0,0
29.036,-57.109,0,-2.4849,0,0,-125.76,-41.918,-99.194,20.587,36.021,55.63,105.07,21.638,-18.185,-64.388,-124.02,-42.573,91.758,13.546,17.528,9.321,-37.136,-98.036,23.302,-87.685,120.68,29.041,15.853,58.708,101.45,-187.31,24.301,35.352,-198.48,91.859,29.873,107.88,235.14,-132.89,-100.95,0.95131,-51.293,-142.79,380.72,-24.885,43.279,33.316,3.9755,-56.184,-125.54,-11.298,9.6503,-29.256,9.5862,73.224,-8.2886,84.347,83.123,-159.68,-26.015,100.56,26.817,-74.943,0,-6.249,0,0,0,0
233.41,-52.765,0,-9.4335,0,0,-124.41,26.814,-96.267,41.5,-2.4186,69.382,121.91,82.861,-47.533,-60.746,-99.081,-57.468,84.624,28.5,19.886,41.429,-87.14,-51.618,-69.715,-72,61.733,8.6022,34.088,109.48,-47.784,-216.4,172.97,-41.204,-148.11,112.2,85.523,76.594,150.89,-128.84,-114.99,-47.025,-55.469,41.168,223.87,-64.401,63.364,33.608,8.9178,-141.87,-98.692,32.443,22.145,-22.549,-26.752,72.701,42.666,103.3,51.283,-119.06,-111.39,123.08,28.27,-120.97,0,-45.893,0,0,0,0
